Unit_CustID;Unit_Cat;Unit_Vendor;Unit_Model;Unit_Serial;Unit_type;Unit_installdate;Unit_Warend;Unit_Chargemode;Unit_Repldate;Unit_Notes;Unit_History;Unit_ID
MC275;POS;PHI;24" SKÄRM;UKOA1936035003;VD;2020-01-09;2023-01-08;8;1900-01-01;;0;251273;
MC275;POS;PHI;24" SKÄRM;UKOA1936034998;VD;2020-01-09;2023-01-08;8;1900-01-01;;0;251274;
MC275;POS;DEL;APC BACK-UPS;4B1930P21297;TB;2019-11-09;2022-11-08;6;1900-01-01;;0;250347;
MC276;POS;JLT;TM-T88 RESTICK;M6TF000771;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247808;
MC276;POS;JLT;TM-T88 RESTICK;M6TF000770;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247809;
MC276;POS;JLT;TM-T88 RESTICK;M6TF000873;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247810;
MC276;POS;JLT;TM-T88 RESTICK;M6TF000924;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247811;
MC276;POS;JLT;TM-T88 RESTICK;M6TF000894;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247812;
MC276;POS;PAN;JS-970;17B04710C;RE;2017-08-24;2020-08-23;6;1900-01-01;;0;247813;
MC276;POS;PAN;JS-970;17B04751C;RE;2017-08-24;2020-08-23;6;1900-01-01;;0;247814;
MC276;POS;PAN;JS-970;17B04642C;RE;2017-08-24;2020-08-23;6;1900-01-01;;0;247815;
MC276;POS;PAN;JS-970;17B04636C;RE;2017-08-24;2020-08-23;6;1900-01-01;;0;247816;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLHC00086;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247817;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLHC00106;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247818;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLHC00107;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247819;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLHC00110;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247820;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLH400271;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247821;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLH400275;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247822;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLHC00109;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247823;
MC276;MNY;AAP;MENYTAVLOR;07XEHSLHC00108;MT;2017-08-24;2020-08-23;6;1900-01-01;;0;247824;
MC276;DAT;CIS;CISCO 2960 48TT;FOC1831S6AZ;NV;2017-08-24;2018-08-06;9;1900-01-01;;0;247825;
MC276;DAT;CIS;CISCO 2960 48TT;FOC1838Y0YA;NV;2017-08-24;2018-08-06;9;1900-01-01;;0;247826;
MC276;DAT;CIS;CISCO 2960 48TT;FOC1838Y0QB;NV;2017-08-24;2018-08-06;9;1900-01-01;;0;247827;
MC276;HS;HME;HEADSET EOS 6200 AIO;16W06102;HS;2017-08-24;2019-08-23;5;1900-01-01;;0;247828;
MC276;HS;HME;HEADSET EOS 6200 AIO;20W07548;HS;2017-08-24;2019-08-23;5;1900-01-01;;0;247829;
MC276;HS;HME;HEADSET EOS 6200 AIO;16W06407;HS;2017-08-24;2019-08-23;5;1900-01-01;;0;247830;
MC276;HS;HME;HEADSET EOS 6200 AIO;16W06106;HS;2017-08-24;2019-08-23;5;1900-01-01;;0;247831;
MC276;HS;HME;HEADSET EOS 6200 AIO;16W06409;HS;2017-08-24;2019-08-23;5;1900-01-01;;0;247832;
MC276;POS;EPS;TM-T70II;T48F058237;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247834;
MC276;POS;EPS;TM-T70II;T48F054691;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247835;
MC276;POS;EPS;TM-T70II;T48F058266;RP;2017-08-24;2019-08-23;5;1900-01-01;;0;247836;
MC276;POS;SOT;BUMPBAR SOTEC;024449;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247837;
MC276;POS;SOT;BUMPBAR SOTEC;024447;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247838;
MC276;POS;SOT;BUMPBAR SOTEC;024448;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247839;
MC276;POS;SOT;BUMPBAR SOTEC;024455;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247840;
MC276;POS;SOT;BUMPBAR SOTEC;024445;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247841;
MC276;POS;SOT;BUMPBAR SOTEC;024446;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247842;
MC276;POS;DELL;WYSE 7020;8GF85J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247843;
MC276;POS;DELL;WYSE 7020;8GK85J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247844;
MC276;POS;DELL;WYSE 7020;C6385J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247845;
MC276;POS;DELL;WYSE 7020;C7775J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247846;
MC276;POS;DELL;WYSE 7020;C7K75J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247847;
MC276;POS;DELL;WYSE 7020;8HD75J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247848;
MC276;POS;DELL;WYSE 7020;8HZ65J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247849;
MC276;POS;DELL;WYSE 7020;C5Y55J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247850;
MC276;POS;DELL;WYSE 7020;C6P65J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247851;
MC276;POS;DELL;WYSE 7020;8H785J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247852;
MC276;POS;DELL;WYSE 7020;8K875J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247853;
MC276;POS;DELL;WYSE 7020;C6565J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247854;
MC276;POS;DELL;WYSE 7020;8H775J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247855;
MC276;POS;DELL;WYSE 7020;DD375J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247856;
MC276;POS;DELL;WYSE 7020;C7275J2;TB;2017-08-24;2022-08-23;9;1900-01-01;;0;247857;
MC276;DAT;SAT;PRINTER SATO;B207695;PR;2017-08-24;2020-08-23;6;1900-01-01;;0;247858;
MC276;DAT;DEL;DATOR DELL R330;D63KXJ2;DA;2017-08-24;2020-08-23;6;1900-01-01;;0;247859;
MC276;POS;DEL;VIDEO-EXT;A1G1-097B5-0067;TB;2017-08-24;2018-08-23;2;1900-01-01;;0;247860;
MC276;POS;DEL;VIDEO-EXT;A1G1-097B5-0242;TB;2017-08-24;2018-08-23;2;1900-01-01;;0;247861;
MC276;POS;SAM;22";ZZKGH4LH701083;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247862;
MC276;POS;SAM;22";ZZKGH4LH600419T;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247863;
MC276;POS;SAM;22";ZZKGH4LHC04026;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247864;
MC276;POS;SAM;22";ZZKGH4LHC00318;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247865;
MC276;POS;SAM;22";ZZKGH4LH600349;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247866;
MC276;POS;SAM;22";ZZKGH4LH701938;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247867;
MC276;POS;SAM;22";ZZKGH4LHC01553;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247868;
MC276;POS;SAM;22";ZZKGH4LHC00310;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247869;
MC276;POS;SAM;22";ZZKGH4LHC01545;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247870;
MC276;POS;SAM;22";ZZH7H4LH301822;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247871;
MC276;POS;SAM;22";ZZKGH4LJ100577;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247872;
MC276;POS;SAM;22";ZZKGH4LHC00312;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247873;
MC276;POS;SAM;22";ZZKGH4LJ101394;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247874;
MC276;POS;SAM;22";ZZKGH4LHC01550;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247875;
MC276;POS;SAM;22";ZZKGH4LJ101399;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247876;
MC276;POS;SAM;22";ZZKGH4LHC04023;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247877;
MC276;POS;SAM;22";ZZKGH4LH600425;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247878;
MC276;POS;SAM;22";ZZKGH4LH701338;VD;2017-08-24;2020-08-23;6;1900-01-01;;0;247879;
MC276;POS;SOT;BUMPBAR CODE  A;007918;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247880;
MC276;POS;SOT;BUMPBAR CODE  A;007770;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247881;
MC276;POS;SOT;BUMPBAR CODE B;008175;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247882;
MC276;POS;SOT;BUMPBAR CODE B;009390;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247883;
MC276;POS;SOT;BUMBPAR CODE C;006248;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247884;
MC276;POS;SOT;BUMPBAR CODE D;006374;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247885;
MC276;POS;SOT;BUMPBAR CODE D;006471;BB;2017-08-24;2018-08-23;2;1900-01-01;;0;247886;
MC276;DAT;CIS;CISCO 1921 ROUTER;FCZ1712C5TG;NV;2017-08-24;2018-08-23;2;1900-01-01;;0;247887;
MC276;HS;HME;BASSTATION EOS;40V11018;BS;2017-08-24;2019-08-23;5;1900-01-01;;0;247888;
MC276;HS;HME;CHARGER AC50;;HS;2017-08-24;2018-08-23;2;1900-01-01;;0;247889;
MC276;POS;DEL;VIDEO-EXT;FCZ1712C5TG;TB;2017-08-24;2018-08-23;2;1900-01-01;;0;247890;
MC276;HS;HME;HEADSET EOS 6300 AIO;23Y09788;HS;2019-10-17;2021-10-16;5;1900-01-01;;0;250214;
MC276;HS;HME;HEADSET EOS 6300 AIO;06Z00438;HS;2020-05-19;2022-05-18;5;1900-01-01;;0;251245;
MC276;HS;HME;HEADSET EOS 6300 AIO;06Z00444;HS;2020-05-19;2022-05-18;5;1900-01-01;;0;251246;
MC276;HS;HME;HEADSET EOS 6300 AIO;06Z00442;HS;2020-05-19;2022-05-18;5;1900-01-01;;0;251247;
MC276;HS;HME;TSP50;02Z03367;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;252086;
MC276;HS;HME;CU50;02Z08172;HS;2020-09-22;2022-09-21;5;1900-01-01;;0;252087;
MC276;POS;PHI;24" SKÄRM;UK0A2028015526;VD;2020-09-22;2023-09-21;8;1900-01-01;;0;252088;
MC276;POS;PHI;24" SKÄRM;UK0A2028015493;VD;2020-09-22;2023-09-21;8;1900-01-01;;0;252089;
MC276;POS;PHI;24" SKÄRM;UHBA2025020116;VD;2020-09-22;2023-09-21;8;1900-01-01;;0;252090;
MC276;POS;DEL;VIDEO-EXT;A1J5-079-0166;TB;2020-05-28;2021-05-27;3;1900-01-01;;0;251575;
MC277;DAT;DELL;DATOR DELL T330;GH538X2;DA;2019-06-20;1902-12-31;9;1900-01-01;;0;249948;
MC277;DAT;DELL;DATOR DELL T330;CH538X2;DA;2019-06-20;1902-12-31;9;1900-01-01;;0;249949;
MC277;POS;DELL;WYSE 7020;6ZM83S2;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249950;
MC277;POS;DELL;WYSE 7020;FN613S2;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249951;
MC277;POS;DEL;VIDEO-EXT;A1I7-389-0047;TB;2019-06-20;2020-06-19;2;1900-01-01;;0;249952;
MC277;POS;SOT;BUMPBAR CODE F;18696;BB;2019-06-20;2020-06-19;2;1900-01-01;;0;249953;
MC277;POS;DEL;APC BACK-UPS;4B1901P08909;TB;2019-06-20;2022-06-19;6;1900-01-01;;0;249954;
MC277;POS;PAN;JS-970;19D00185C;RE;2019-06-20;2022-06-19;6;1900-01-01;;0;249932;
MC277;POS;PAN;JS-970;19D00195C;RE;2019-06-20;2022-06-19;6;1900-01-01;;0;249933;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020483;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249934;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020489;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249935;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020474;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249936;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020482;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249937;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020485;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249938;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K021141;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249939;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020409;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249940;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K021143;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249941;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020475;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249942;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K021145;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249943;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K021189;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249944;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K021190;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249945;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020471;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249946;
MC277;POS;DELL;ZERO CLIENT MD100;SMD100K020477;TB;2019-06-20;2024-06-19;9;1900-01-01;;0;249947;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170464;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250127;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170454;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250128;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170452;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250129;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170470;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250130;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170467;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250131;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K220427;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250132;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170478;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250133;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K220426;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250134;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K220423;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250135;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170461;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250136;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170451;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250137;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K170455;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250138;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K220430;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250139;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K220429;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250140;
MC278;POS;DELL;ZERO CLIENT MD100;SMD100K220428;TB;2019-09-26;2024-09-25;9;1900-01-01;;0;250141;
MC278;POS;PAN;JS-970;19E01592C;RE;2019-09-26;2022-09-25;6;1900-01-01;;0;250149;
MC278;POS;DUS;24";ZZH2H42M100750;VD;2019-09-26;2022-09-25;6;1900-01-01;;0;250150;
MC278;POS;DUS;24";ZZH2H42M100679;VD;2019-09-26;2022-09-25;6;1900-01-01;;0;250151;
MC278;HS;HME;BASSTATION EOS;28Y01995;BS;2019-09-26;2021-09-25;5;1900-01-01;;0;250152;
MC278;HS;HME;HEADSET EOS 6200 AIO;16Y07693;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250158;
MC278;HS;HME;HEADSET EOS 6200 AIO;14Y12848;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250159;
MC278;HS;HME;HEADSET EOS 6200 AIO;14Y12837;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250160;
MC278;HS;HME;HEADSET EOS 6200 AIO;16Y07695;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250161;
MC278;POS;DELL;WYSE 7020;BWST3S2;TB;2019-06-29;2024-06-28;9;1900-01-01;;0;250162;
MC278;POS;DELL;WYSE 7020;C6TK3S2;TB;2019-06-29;2024-06-28;9;1900-01-01;;0;250163;
MC278;POS;DEL;VIDEO-EXT;A1IB-012-0176;TB;2019-06-29;2020-06-28;2;1900-01-01;;0;250164;
MC278;POS;DEL;VIDEO-EXT;;TB;2019-06-29;2020-06-28;2;1900-01-01;;0;250165;
MC278;POS;PAN;JS-970;19E01556C;RE;2019-06-29;2022-06-28;6;1900-01-01;;0;250166;
MC278;POS;PAN;JS-970;19E01703C;RE;2019-06-29;2022-06-28;6;1900-01-01;;0;250167;
MC278;POS;PAN;JS-970;19E01645C;RE;2019-06-29;2022-06-28;6;1900-01-01;;0;250168;
MC278;POS;PAN;JS-970;19E01597C;RE;2019-06-29;2022-06-28;6;1900-01-01;;0;250169;
MC278;DAT;SAT;PRINTER SATO;CK216273;PR;2019-06-29;2022-06-28;6;1900-01-01;;0;250170;
MC278;DAT;DELL;DATOR DELL R340;D1QC9X2;DA;2019-06-29;2022-06-28;6;1900-01-01;;0;250171;
MC278;DAT;DELL;DATOR DELL R340;F1QC9X2;DA;2019-06-29;2022-06-28;6;1900-01-01;;0;250172;
MC278;POS;DEL;VIDEO-EXT;F3HB-033-0347;TB;2019-06-29;2020-06-28;2;1900-01-01;;0;250173;
MC278;POS;DEL;VIDEO-EXT;A1IB-012-0177;TB;2019-06-29;2020-06-28;2;1900-01-01;;0;250174;
MC278;POS;DEL;APC BACK-UPS;4B1907P40712;TB;2019-06-29;2022-06-28;6;1900-01-01;;0;250175;
MC278;HS;HME;TSP50;41Y02855;HS;2020-01-09;2021-01-08;3;1900-01-01;;0;251279;
MC278;HS;HME;CU50;41Y00858;HS;2020-01-09;2021-01-08;3;1900-01-01;;0;251280;
MC278;HS;HME;CHARGER AC50;15Y05540;HS;2019-09-26;2021-09-25;2;1900-01-01;;0;250153;
MC278;HS;HME;HEADSET EOS 6200 AIO;16Y07689;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250154;
MC278;HS;HME;HEADSET EOS 6200 AIO;14Y12836;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250155;
MC278;HS;HME;HEADSET EOS 6200 AIO;23Y13551;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250156;
MC278;HS;HME;HEADSET EOS 6200 AIO;23Y13504;HS;2019-06-29;2021-06-28;5;1900-01-01;;0;250157;
MC279;DAT;DELL;DATOR DELL R340;8BCT6Z2;DA;2019-10-24;2022-10-23;6;1900-01-01;;0;250278;
MC279;DAT;DELL;DATOR DELL R340;7BCT6Z2;DA;2019-10-24;2022-10-23;6;1900-01-01;;0;250279;
MC279;POS;DEL;APC BACK-UPS;S4B1909P44699;TB;2019-10-24;2022-10-23;6;1900-01-01;;0;250280;
MC279;POS;PAN;JS970-COD;19E01691C;RE;2019-10-24;2022-10-23;6;1900-01-01;;0;250281;
MC279;POS;PAN;JS970-COD;19E01611C;RE;2019-10-24;2022-10-23;6;1900-01-01;;0;250282;
MC279;POS;PAN;JS-970;19E01683C;RE;2019-10-24;2022-10-23;6;1900-01-01;;0;250283;
MC279;POS;PAN;JS-970;19E01764C;RE;2019-10-24;2022-10-23;6;1900-01-01;;0;250284;
MC279;POS;PAN;JS-970;19E01702C;RE;2019-10-24;2022-10-23;6;1900-01-01;;0;250285;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170440;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250286;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170620;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250287;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170408;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250288;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170468;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250289;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K210371;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250290;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170426;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250291;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170486;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250292;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170421;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250293;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170457;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250294;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170488;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250295;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K220415;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250296;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170427;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250297;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170490;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250298;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170481;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250299;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170456;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250300;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K170432;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250301;
MC279;POS;DELL;WYSE 7020;62DA3N253S2;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250302;
MC279;POS;DELL;WYSE 7020;2TK53S2;TB;2019-10-24;2024-10-23;9;1900-01-01;;0;250303;
MC279;POS;DEL;VIDEO-EXT;A1IB-012-0095;TB;2019-10-24;2020-10-23;2;1900-01-01;;0;250304;
MC279;POS;DEL;VIDEO-EXT;F3HB-033-0346;TB;2019-10-24;2020-10-23;2;1900-01-01;;0;250305;
MC279;DAT;BR;BROTHER SKRIVARE;E78308A9N228744;TB;2019-10-24;2021-10-23;5;1900-01-01;;0;250306;
MC279;DAT;SAT;PRINTER SATO;CK216240;PR;2019-10-24;2022-10-23;6;1900-01-01;;0;250307;
MC279;POS;DUS;24";ZZH2H4ZM300512;VD;2019-10-24;2022-10-23;6;1900-01-01;;0;250308;
MC279;POS;DUS;24";ZZH2H4ZM300343;VD;2019-10-24;2022-10-23;6;1900-01-01;;0;250309;
MC279;HS;HME;BASSTATION EOS;28Y00799;BS;2019-10-24;2021-10-23;5;1900-01-01;;0;250310;
MC279;POS;SCH;COD MONITOR;1JMRML2;VD;2019-10-24;2021-10-23;5;1900-01-01;;0;250311;
MC279;POS;SCH;COD MONITOR;FSKMML2;VD;2019-10-24;2021-10-23;5;1900-01-01;;0;250312;
MC279;POS;VXL;VXL7  7522;752045204084;VX;2019-10-24;2022-10-23;6;1900-01-01;;0;250313;
MC279;POS;VXL;VXL7  7522;752045204081;VX;2019-10-24;2022-10-23;6;1900-01-01;;0;250314;
MC279;POS;DEL;VIDEO-EXT;A1IB-012-0075;TB;2019-10-24;2020-10-23;2;1900-01-01;;0;250315;
MC279;POS;DEL;VIDEO-EXT;A1IB-012-0142;TB;2019-10-24;2020-10-23;2;1900-01-01;;0;250316;
MC279;HS;HME;CHARGER AC50;15Y05533;HS;2019-10-24;2020-10-23;2;1900-01-01;;0;250317;
MC279;HS;HME;HEADSET EOS 6200 AIO;16Y07908;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250318;
MC279;HS;HME;HEADSET EOS 6200 AIO;14Y12850;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250319;
MC279;HS;HME;HEADSET EOS 6200 AIO;16Y07927;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250320;
MC279;HS;HME;HEADSET EOS 6200 AIO;16Y07696;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250321;
MC279;HS;HME;HEADSET EOS 6200 AIO;16Y07699;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250322;
MC279;HS;HME;HEADSET EOS 6200 AIO;14Y12831;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250323;
MC279;HS;HME;HEADSET EOS 6200 AIO;15Y08517;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250324;
MC279;HS;HME;HEADSET EOS 6200 AIO;16Y07926;HS;2019-10-24;2021-10-23;5;1900-01-01;;0;250325;
MC279;POS;DUS;24";ZZH2H4ZM202912;VD;2019-11-18;2022-11-17;6;1900-01-01;;0;250403;
MC279;POS;DELL;ZERO CLIENT MD100;SMD100K210399;TB;2019-11-18;2024-11-17;9;1900-01-01;;0;250404;
MC279;POS;DUS;24";BZ7CH4LM900390;VD;2019-11-18;2022-11-17;6;1900-01-01;;0;250405;
MC279;POS;PAN;JS-960;13C02992C;RE;2013-06-20;2016-06-19;6;1900-01-01;;0;250491;
MC279;HS;HME;CHARGER AC50;15Y05541;HS;2019-12-10;2020-12-09;3;1900-01-01;;0;250494;
MC279;POS;DEL;APC BACK-UPS;S4B1940P28008;TB;2020-06-24;2023-06-23;8;1900-01-01;;0;251639;
MC279;HS;JAR;ZEBRA TABLET L10;205L100288;HH;2020-12-05;2023-12-04;8;1900-01-01;;0;252421;
MC279;HS;HME;TSP50;51Y02959;HS;2020-09-02;2022-09-01;5;1900-01-01;;0;252022;
MC279;HS;HME;CU50;51Y04852;HS;2020-09-02;2022-09-01;5;1900-01-01;;0;252023;
MC279;POS;PHI;24" SKÄRM;UHBA1937021184;VD;2020-09-02;2023-09-01;8;1900-01-01;;0;252024;
MC279;POS;PHI;24" SKÄRM;UHBA1937020482;VD;2020-09-02;2023-09-01;8;1900-01-01;;0;252025;
MC279;POS;PHI;24" SKÄRM;UHBA1937021014;VD;2020-09-02;2023-09-01;8;1900-01-01;;0;252026;
MC280;DAT;DELL;DATOR DELL R340SSD;5FB0JZ2;DA;2019-11-21;2022-11-20;6;1900-01-01;;0;250435;
MC280;DAT;DELL;DATOR DELL R340SSD;8FB0JZ2;DA;2019-11-21;2022-11-20;6;1900-01-01;;0;250436;
MC280;POS;DEL;APC BACK-UPS;S4B1930P21313;TB;2019-11-21;2022-11-20;6;1900-01-01;;0;250437;
